Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,Region,State,City,Postal_Code,Product_ID,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Discount,Sales,Profit
2429,US-2023-101447,2023-12-18,2023-12-19,First Class,CUST-00017,Holly Wood,Corporate,United States,East,New York,New York,10001,P-0020,Office Supplies,Paper,Sticky Notes Multi-Pack,2,9.49,0.2,15.18,4.41
2430,US-2023-101448,2023-12-18,2023-12-20,Second Class,CUST-00063,Connor West,Consumer,United States,Central,Missouri,Kansas City,64105,P-0023,Office Supplies,Storage,File Cabinet - 2 Drawer,4,129.99,0.0,519.96,165.53
2431,US-2023-101449,2023-12-18,2023-12-23,Standard Class,CUST-00146,Joyce Solis,Corporate,United States,West,California,San Diego,92101,P-0007,Furniture,Tables,Laminate Office Desk,1,219.99,0.0,219.99,68.83
2432,US-2023-101450,2023-12-19,2023-12-24,Standard Class,CUST-00554,Barbara Hester,Home Office,United States,South,North Carolina,Charlotte,28202,P-0052,Technology,Copiers,Multifunction Copier,5,899.99,0.2,3599.96,19.64
2433,US-2023-101450,2023-12-19,2023-12-24,Standard Class,CUST-00554,Barbara Hester,Home Office,United States,South,North Carolina,Charlotte,28202,P-0030,Office Supplies,Envelopes,Business Envelopes (100ct),2,9.99,0.1,17.98,6.94
2434,US-2023-101451,2023-12-19,2023-12-26,Standard Class,CUST-00612,Michael Lopez,Consumer,United States,East,Massachusetts,Boston,02108,P-0021,Office Supplies,Paper,Legal Pad 3-Pack,3,7.99,0.1,21.57,9.15
2435,US-2023-101451,2023-12-19,2023-12-26,Standard Class,CUST-00612,Michael Lopez,Consumer,United States,East,Massachusetts,Boston,02108,P-0005,Furniture,Tables,Adjustable Height Standing Desk,2,349.99,0.0,699.98,220.82
2436,US-2023-101452,2023-12-19,2023-12-23,Standard Class,CUST-00163,Lindsey Walker,Corporate,United States,South,Florida,Orlando,32801,P-0043,Technology,Machines,Laser Printer,3,399.99,0.2,959.98,-6.07
2437,US-2023-101453,2023-12-19,2023-12-21,Second Class,CUST-00407,Lori Hernandez,Consumer,United States,Central,Minnesota,Minneapolis,55401,P-0025,Office Supplies,Art,Colored Marker Set,2,11.99,0.0,23.98,10.85
2438,US-2023-101454,2023-12-19,2023-12-21,Second Class,CUST-00042,Fred Smith,Home Office,United States,East,Pennsylvania,Pittsburgh,15222,P-0009,Furniture,Bookcases,5-Shelf Bookcase,3,189.99,0.3,398.98,63.89
2439,US-2023-101455,2023-12-19,2023-12-20,First Class,CUST-00479,Curtis Williams,Consumer,United States,West,California,Los Angeles,90012,P-0003,Furniture,Chairs,Ergonomic Kneeling Chair,2,159.99,0.0,319.98,99.01
2440,US-2023-101456,2023-12-19,2023-12-25,Standard Class,CUST-00456,Marie Moody,Home Office,United States,South,Florida,Orlando,32801,P-0018,Office Supplies,Binders,Presentation Binder,5,15.99,0.0,79.95,34.73
2441,US-2023-101457,2023-12-20,2023-12-26,Standard Class,CUST-00514,Robert Arnold,Consumer,United States,East,Pennsylvania,Philadelphia,19102,P-0035,Office Supplies,Fasteners,Paper Clips Jumbo (100ct),2,3.99,0.0,7.98,3.83
2442,US-2023-101458,2023-12-20,2023-12-26,Standard Class,CUST-00035,Debra Davidson,Consumer,United States,East,New York,New York,10001,P-0009,Furniture,Bookcases,5-Shelf Bookcase,3,189.99,0.1,512.97,146.3
2443,US-2023-101459,2023-12-20,2023-12-22,Second Class,CUST-00349,James Parks,Consumer,United States,West,Colorado,Denver,80202,P-0014,Furniture,Furnishings,Framed Wall Art Set,5,59.99,0.0,299.95,110.08
2444,US-2023-101460,2023-12-20,2023-12-25,Standard Class,CUST-00530,Angel May,Consumer,United States,South,Georgia,Atlanta,30303,P-0022,Office Supplies,Storage,Plastic Storage Bin,2,17.99,0.1,32.38,11.44
2445,US-2023-101460,2023-12-20,2023-12-25,Standard Class,CUST-00530,Angel May,Consumer,United States,South,Georgia,Atlanta,30303,P-0017,Office Supplies,Binders,Heavy-Duty Binder Clips (12pk),3,6.49,0.0,19.47,10.02
2446,US-2023-101460,2023-12-20,2023-12-25,Standard Class,CUST-00530,Angel May,Consumer,United States,South,Georgia,Atlanta,30303,P-0010,Furniture,Bookcases,Corner Bookcase,2,159.99,0.4,191.99,-28.53
2447,US-2023-101460,2023-12-20,2023-12-25,Standard Class,CUST-00530,Angel May,Consumer,United States,South,Georgia,Atlanta,30303,P-0037,Office Supplies,Fasteners,Rubber Bands (1lb),3,5.49,0.15,14.0,5.46
2448,US-2023-101461,2023-12-20,2023-12-25,Standard Class,CUST-00032,James Ferrell,Corporate,United States,Central,Missouri,Kansas City,64105,P-0050,Technology,Accessories,Webcam 1080p,2,49.99,0.0,99.98,32.62
2449,US-2023-101462,2023-12-20,2023-12-25,Standard Class,CUST-00011,Monica Herrera,Consumer,United States,Central,Illinois,Chicago,60601,P-0034,Office Supplies,Supplies,Tape Dispenser,2,6.99,0.0,13.98,6.3
2450,US-2023-101463,2023-12-20,2023-12-24,Standard Class,CUST-00602,Jennifer Simpson DVM,Corporate,United States,Central,Texas,Dallas,75201,P-0048,Technology,Accessories,USB-C Hub,1,34.99,0.0,34.99,13.16
2451,US-2023-101464,2023-12-20,2023-12-21,First Class,CUST-00396,Dana Chapman,Consumer,United States,East,New Jersey,Newark,07102,P-0039,Technology,Phones,VoIP Conference Phone,2,249.99,0.1,449.98,68.54
2452,US-2023-101465,2023-12-20,2023-12-26,Standard Class,CUST-00261,Katie Suarez,Consumer,United States,Central,Missouri,Kansas City,64105,P-0035,Office Supplies,Fasteners,Paper Clips Jumbo (100ct),2,3.99,0.0,7.98,3.92
2453,US-2023-101466,2023-12-20,2023-12-27,Standard Class,CUST-00520,Vincent Reynolds,Consumer,United States,East,Pennsylvania,Philadelphia,19102,P-0052,Technology,Copiers,Multifunction Copier,3,899.99,0.1,2429.97,126.66
2454,US-2023-101466,2023-12-20,2023-12-27,Standard Class,CUST-00520,Vincent Reynolds,Consumer,United States,East,Pennsylvania,Philadelphia,19102,P-0042,Technology,Machines,All-in-One Inkjet Printer,2,189.99,0.0,379.98,89.01
2455,US-2023-101467,2023-12-21,2023-12-25,Second Class,CUST-00178,Michael Wang,Consumer,United States,East,Pennsylvania,Philadelphia,19102,P-0043,Technology,Machines,Laser Printer,3,399.99,0.0,1199.97,255.75
2456,US-2023-101468,2023-12-21,2023-12-21,Same Day,CUST-00066,Amber Kidd,Consumer,United States,South,Florida,Miami,33130,P-0049,Technology,Accessories,Laptop Stand,6,39.99,0.0,239.94,90.46
2457,US-2023-101468,2023-12-21,2023-12-21,Same Day,CUST-00066,Amber Kidd,Consumer,United States,South,Florida,Miami,33130,P-0033,Office Supplies,Supplies,Scissors 3-Pack,2,8.99,0.15,15.28,5.78
2458,US-2023-101469,2023-12-21,2023-12-21,Same Day,CUST-00569,Lisa Randall,Consumer,United States,West,Colorado,Denver,80202,P-0034,Office Supplies,Supplies,Tape Dispenser,1,6.99,0.0,6.99,2.99
2459,US-2023-101469,2023-12-21,2023-12-21,Same Day,CUST-00569,Lisa Randall,Consumer,United States,West,Colorado,Denver,80202,P-0022,Office Supplies,Storage,Plastic Storage Bin,2,17.99,0.1,32.38,9.21
2460,US-2023-101470,2023-12-21,2023-12-25,Second Class,CUST-00530,Angel May,Consumer,United States,South,Georgia,Atlanta,30303,P-0014,Furniture,Furnishings,Framed Wall Art Set,7,59.99,0.2,335.94,85.13
2461,US-2023-101471,2023-12-21,2023-12-27,Standard Class,CUST-00343,Anthony Harmon,Home Office,United States,Central,Illinois,Chicago,60601,P-0035,Office Supplies,Fasteners,Paper Clips Jumbo (100ct),1,3.99,0.0,3.99,1.89
2462,US-2023-101471,2023-12-21,2023-12-27,Standard Class,CUST-00343,Anthony Harmon,Home Office,United States,Central,Illinois,Chicago,60601,P-0040,Technology,Phones,Smartphone Screen Protector,4,14.99,0.0,59.96,31.52
2463,US-2023-101472,2023-12-21,2023-12-28,Standard Class,CUST-00077,Angela Lopez,Home Office,United States,South,Florida,Miami,33130,P-0011,Furniture,Bookcases,Modular Storage Bookcase,1,229.99,0.0,229.99,83.58
2464,US-2023-101473,2023-12-21,2023-12-23,First Class,CUST-00222,Jeremy Dalton,Consumer,United States,Central,Texas,Houston,77002,P-0042,Technology,Machines,All-in-One Inkjet Printer,1,189.99,0.15,161.49,7.99
2465,US-2023-101474,2023-12-21,2023-12-26,Standard Class,CUST-00233,Christopher Parker,Consumer,United States,Central,Texas,Houston,77002,P-0049,Technology,Accessories,Laptop Stand,3,39.99,0.1,107.97,32.73
2466,US-2023-101475,2023-12-21,2023-12-26,Standard Class,CUST-00639,Maria Fisher,Home Office,United States,Central,Missouri,St. Louis,63101,P-0004,Furniture,Chairs,Folding Guest Chair,2,74.99,0.15,127.48,44.05
2467,US-2023-101476,2023-12-21,2023-12-24,Second Class,CUST-00509,Joshua Vance,Corporate,United States,South,Louisiana,New Orleans,70112,P-0013,Furniture,Furnishings,Wall Clock,5,24.99,0.15,106.21,33.54
2468,US-2023-101476,2023-12-21,2023-12-24,Second Class,CUST-00509,Joshua Vance,Corporate,United States,South,Louisiana,New Orleans,70112,P-0016,Office Supplies,Binders,3-Ring View Binder 2in,4,12.99,0.0,51.96,21.94
2469,US-2023-101477,2023-12-21,2023-12-26,Standard Class,CUST-00251,Isaiah Avila,Corporate,United States,East,Maryland,Baltimore,21201,P-0044,Technology,Machines,Paper Shredder,2,89.99,0.0,179.98,63.3
2470,US-2023-101478,2023-12-21,2023-12-24,Second Class,CUST-00137,Robert Potter,Consumer,United States,West,Washington,Seattle,98101,P-0036,Office Supplies,Fasteners,Push Pins (50ct),2,4.49,0.0,8.98,4.27
2471,US-2023-101478,2023-12-21,2023-12-24,Second Class,CUST-00137,Robert Potter,Consumer,United States,West,Washington,Seattle,98101,P-0002,Furniture,Chairs,Mesh Task Chair,3,129.99,0.4,233.98,-26.18
2472,US-2023-101479,2023-12-21,2023-12-26,Standard Class,CUST-00151,David Wright,Consumer,United States,West,Colorado,Denver,80202,P-0004,Furniture,Chairs,Folding Guest Chair,2,74.99,0.0,149.98,52.37
2473,US-2023-101479,2023-12-21,2023-12-26,Standard Class,CUST-00151,David Wright,Consumer,United States,West,Colorado,Denver,80202,P-0017,Office Supplies,Binders,Heavy-Duty Binder Clips (12pk),5,6.49,0.1,29.21,12.3
2474,US-2023-101480,2023-12-22,2023-12-24,Second Class,CUST-00634,Robert Reese,Consumer,United States,Central,Missouri,St. Louis,63101,P-0006,Furniture,Tables,Round Conference Table,1,599.99,0.0,599.99,181.0
2475,US-2023-101480,2023-12-22,2023-12-24,Second Class,CUST-00634,Robert Reese,Consumer,United States,Central,Missouri,St. Louis,63101,P-0048,Technology,Accessories,USB-C Hub,1,34.99,0.0,34.99,13.53
2476,US-2023-101481,2023-12-22,2023-12-27,Standard Class,CUST-00561,Nancy Evans MD,Corporate,United States,South,Florida,Miami,33130,P-0049,Technology,Accessories,Laptop Stand,1,39.99,0.0,39.99,14.07
2477,US-2023-101482,2023-12-22,2023-12-23,First Class,CUST-00494,Mark Cox,Consumer,United States,Central,Illinois,Chicago,60601,P-0024,Office Supplies,Storage,Desktop File Organizer,7,22.99,0.0,160.93,68.62
2478,US-2023-101483,2023-12-22,2023-12-26,Standard Class,CUST-00456,Marie Moody,Home Office,United States,South,Florida,Orlando,32801,P-0029,Office Supplies,Labels,Shipping Label Roll,1,13.99,0.15,11.89,3.42
2479,US-2023-101484,2023-12-22,2023-12-29,Standard Class,CUST-00122,Kenneth Scott,Corporate,United States,Central,Minnesota,Minneapolis,55401,P-0040,Technology,Phones,Smartphone Screen Protector,1,14.99,0.0,14.99,8.07
2480,US-2023-101484,2023-12-22,2023-12-29,Standard Class,CUST-00122,Kenneth Scott,Corporate,United States,Central,Minnesota,Minneapolis,55401,P-0037,Office Supplies,Fasteners,Rubber Bands (1lb),3,5.49,0.0,16.47,7.3
2481,US-2023-101485,2023-12-22,2023-12-29,Standard Class,CUST-00070,William Baker,Consumer,United States,Central,Illinois,Chicago,60601,P-0032,Office Supplies,Supplies,Stapler - Heavy Duty,3,14.99,0.0,44.97,20.28
2482,US-2023-101485,2023-12-22,2023-12-29,Standard Class,CUST-00070,William Baker,Consumer,United States,Central,Illinois,Chicago,60601,P-0003,Furniture,Chairs,Ergonomic Kneeling Chair,1,159.99,0.1,143.99,41.44
2483,US-2023-101486,2023-12-22,2023-12-24,Second Class,CUST-00552,Angel Gordon,Consumer,United States,East,Pennsylvania,Philadelphia,19102,P-0015,Furniture,Furnishings,Desk Organizer Tray,4,19.99,0.1,71.96,27.65
2484,US-2023-101486,2023-12-22,2023-12-24,Second Class,CUST-00552,Angel Gordon,Consumer,United States,East,Pennsylvania,Philadelphia,19102,P-0052,Technology,Copiers,Multifunction Copier,2,899.99,0.0,1799.98,388.19
2485,US-2023-101487,2023-12-22,2023-12-28,Standard Class,CUST-00381,Karla Ramos,Consumer,United States,Central,Illinois,Chicago,60601,P-0034,Office Supplies,Supplies,Tape Dispenser,1,6.99,0.0,6.99,3.35
2486,US-2023-101488,2023-12-23,2023-12-27,Second Class,CUST-00412,Lisa Hunter,Consumer,United States,South,Tennessee,Nashville,37203,P-0006,Furniture,Tables,Round Conference Table,1,599.99,0.3,419.99,-1.17
2487,US-2023-101489,2023-12-23,2023-12-26,Second Class,CUST-00241,Andrew Avila,Consumer,United States,West,Washington,Seattle,98101,P-0048,Technology,Accessories,USB-C Hub,4,34.99,0.1,125.96,38.45
2488,US-2023-101490,2023-12-23,2023-12-27,Standard Class,CUST-00556,Nicole Gonzalez,Corporate,United States,Central,Illinois,Chicago,60601,P-0044,Technology,Machines,Paper Shredder,1,89.99,0.15,76.49,12.88
2489,US-2023-101491,2023-12-23,2023-12-27,Standard Class,CUST-00113,Julia Torres,Home Office,United States,East,Pennsylvania,Pittsburgh,15222,P-0032,Office Supplies,Supplies,Stapler - Heavy Duty,3,14.99,0.0,44.97,15.54
2490,US-2023-101491,2023-12-23,2023-12-27,Standard Class,CUST-00113,Julia Torres,Home Office,United States,East,Pennsylvania,Pittsburgh,15222,P-0004,Furniture,Chairs,Folding Guest Chair,2,74.99,0.0,149.98,66.03
2491,US-2023-101491,2023-12-23,2023-12-27,Standard Class,CUST-00113,Julia Torres,Home Office,United States,East,Pennsylvania,Pittsburgh,15222,P-0044,Technology,Machines,Paper Shredder,4,89.99,0.0,359.96,91.24
2492,US-2023-101492,2023-12-23,2023-12-29,Standard Class,CUST-00041,Paula Moreno,Consumer,United States,Central,Minnesota,Minneapolis,55401,P-0023,Office Supplies,Storage,File Cabinet - 2 Drawer,2,129.99,0.0,259.98,73.75
2493,US-2023-101493,2023-12-23,2023-12-27,Standard Class,CUST-00420,Jake Campbell,Consumer,United States,South,Florida,Orlando,32801,P-0018,Office Supplies,Binders,Presentation Binder,1,15.99,0.15,13.59,4.93
2494,US-2023-101494,2023-12-24,2023-12-28,Standard Class,CUST-00207,Bryan Herrera,Corporate,United States,East,Maryland,Baltimore,21201,P-0039,Technology,Phones,VoIP Conference Phone,1,249.99,0.0,249.99,69.81
2495,US-2023-101495,2023-12-24,2023-12-30,Standard Class,CUST-00534,Dr. Michael Evans,Consumer,United States,West,California,San Diego,92101,P-0011,Furniture,Bookcases,Modular Storage Bookcase,2,229.99,0.15,390.98,77.28
2496,US-2023-101496,2023-12-24,2023-12-26,First Class,CUST-00183,Angela Vaughn,Consumer,United States,South,Florida,Orlando,32801,P-0017,Office Supplies,Binders,Heavy-Duty Binder Clips (12pk),2,6.49,0.0,12.98,6.63
2497,US-2023-101497,2023-12-24,2023-12-28,Second Class,CUST-00549,Jessica Khan,Consumer,United States,South,North Carolina,Charlotte,28202,P-0037,Office Supplies,Fasteners,Rubber Bands (1lb),5,5.49,0.0,27.45,13.22
2498,US-2023-101497,2023-12-24,2023-12-28,Second Class,CUST-00549,Jessica Khan,Consumer,United States,South,North Carolina,Charlotte,28202,P-0008,Furniture,Tables,Glass Top Side Table,8,149.99,0.0,1199.92,395.8
2499,US-2023-101498,2023-12-24,2023-12-26,First Class,CUST-00024,Tommy Walter,Corporate,United States,Central,Missouri,Kansas City,64105,P-0033,Office Supplies,Supplies,Scissors 3-Pack,1,8.99,0.3,6.29,1.54
2500,US-2023-101499,2023-12-24,2023-12-28,Standard Class,CUST-00606,Todd Rosales MD,Consumer,United States,East,New York,New York,10001,P-0043,Technology,Machines,Laser Printer,2,399.99,0.0,799.98,143.0
2501,US-2023-101499,2023-12-24,2023-12-28,Standard Class,CUST-00606,Todd Rosales MD,Consumer,United States,East,New York,New York,10001,P-0007,Furniture,Tables,Laminate Office Desk,1,219.99,0.0,219.99,59.7
2502,US-2023-101499,2023-12-24,2023-12-28,Standard Class,CUST-00606,Todd Rosales MD,Consumer,United States,East,New York,New York,10001,P-0002,Furniture,Chairs,Mesh Task Chair,2,129.99,0.1,233.98,71.57
2503,US-2023-101500,2023-12-24,2023-12-25,First Class,CUST-00037,Sherri Baker,Consumer,United States,East,New Jersey,Newark,07102,P-0033,Office Supplies,Supplies,Scissors 3-Pack,1,8.99,0.1,8.09,3.58
2504,US-2023-101500,2023-12-24,2023-12-25,First Class,CUST-00037,Sherri Baker,Consumer,United States,East,New Jersey,Newark,07102,P-0026,Office Supplies,Art,Highlighter Pack (6pk),1,5.99,0.3,4.19,1.18
2505,US-2023-101501,2023-12-24,2023-12-29,Standard Class,CUST-00470,Jeanette Harrison,Consumer,United States,South,Georgia,Atlanta,30303,P-0016,Office Supplies,Binders,3-Ring View Binder 2in,3,12.99,0.1,35.07,14.73
2506,US-2023-101502,2023-12-24,2023-12-26,First Class,CUST-00546,Cindy Gomez,Consumer,United States,South,Georgia,Atlanta,30303,P-0022,Office Supplies,Storage,Plastic Storage Bin,2,17.99,0.0,35.98,14.56
2507,US-2023-101503,2023-12-24,2023-12-29,Standard Class,CUST-00020,Carla Gray,Consumer,United States,Central,Texas,Dallas,75201,P-0003,Furniture,Chairs,Ergonomic Kneeling Chair,2,159.99,0.2,255.98,50.78
2508,US-2023-101504,2023-12-25,2023-12-27,Second Class,CUST-00044,Anthony Humphrey,Consumer,United States,East,Pennsylvania,Pittsburgh,15222,P-0041,Technology,Phones,Phone Charging Dock,1,29.99,0.0,29.99,11.57
2509,US-2023-101505,2023-12-25,2023-12-31,Standard Class,CUST-00161,Paul Castaneda,Corporate,United States,South,Georgia,Atlanta,30303,P-0042,Technology,Machines,All-in-One Inkjet Printer,3,189.99,0.0,569.97,131.72
2510,US-2023-101505,2023-12-25,2023-12-31,Standard Class,CUST-00161,Paul Castaneda,Corporate,United States,South,Georgia,Atlanta,30303,P-0037,Office Supplies,Fasteners,Rubber Bands (1lb),2,5.49,0.1,9.88,4.13
2511,US-2023-101506,2023-12-25,2024-01-01,Standard Class,CUST-00554,Barbara Hester,Home Office,United States,South,North Carolina,Charlotte,28202,P-0038,Technology,Phones,Wireless Desk Phone,1,79.99,0.0,79.99,20.75
2512,US-2023-101506,2023-12-25,2024-01-01,Standard Class,CUST-00554,Barbara Hester,Home Office,United States,South,North Carolina,Charlotte,28202,P-0014,Furniture,Furnishings,Framed Wall Art Set,2,59.99,0.1,107.98,33.59
2513,US-2023-101506,2023-12-25,2024-01-01,Standard Class,CUST-00554,Barbara Hester,Home Office,United States,South,North Carolina,Charlotte,28202,P-0035,Office Supplies,Fasteners,Paper Clips Jumbo (100ct),2,3.99,0.15,6.78,2.88
2514,US-2023-101507,2023-12-25,2023-12-30,Standard Class,CUST-00025,Matthew Foster,Consumer,United States,West,Colorado,Denver,80202,P-0028,Office Supplies,Labels,Address Label Sheets (100ct),1,10.99,0.0,10.99,5.24
2515,US-2023-101507,2023-12-25,2023-12-30,Standard Class,CUST-00025,Matthew Foster,Consumer,United States,West,Colorado,Denver,80202,P-0015,Furniture,Furnishings,Desk Organizer Tray,5,19.99,0.4,59.97,4.85
2516,US-2023-101508,2023-12-25,2023-12-29,Second Class,CUST-00320,Connie Brown,Home Office,United States,Central,Missouri,Kansas City,64105,P-0018,Office Supplies,Binders,Presentation Binder,1,15.99,0.15,13.59,4.77
2517,US-2023-101508,2023-12-25,2023-12-29,Second Class,CUST-00320,Connie Brown,Home Office,United States,Central,Missouri,Kansas City,64105,P-0004,Furniture,Chairs,Folding Guest Chair,2,74.99,0.0,149.98,62.58
2518,US-2023-101508,2023-12-25,2023-12-29,Second Class,CUST-00320,Connie Brown,Home Office,United States,Central,Missouri,Kansas City,64105,P-0032,Office Supplies,Supplies,Stapler - Heavy Duty,4,14.99,0.1,53.96,15.9
2519,US-2023-101508,2023-12-25,2023-12-29,Second Class,CUST-00320,Connie Brown,Home Office,United States,Central,Missouri,Kansas City,64105,P-0045,Technology,Machines,Label Maker,2,44.99,0.0,89.98,27.17
2520,US-2023-101509,2023-12-25,2023-12-29,Second Class,CUST-00124,Michelle Harmon,Home Office,United States,East,New Jersey,Newark,07102,P-0050,Technology,Accessories,Webcam 1080p,2,49.99,0.2,79.98,13.51
2521,US-2023-101510,2023-12-25,2023-12-31,Standard Class,CUST-00042,Fred Smith,Home Office,United States,East,Pennsylvania,Pittsburgh,15222,P-0025,Office Supplies,Art,Colored Marker Set,2,11.99,0.0,23.98,11.97
2522,US-2023-101510,2023-12-25,2023-12-31,Standard Class,CUST-00042,Fred Smith,Home Office,United States,East,Pennsylvania,Pittsburgh,15222,P-0019,Office Supplies,Paper,Copy Paper Ream (500 sheets),6,8.99,0.0,53.94,25.21
2523,US-2023-101511,2023-12-25,2023-12-27,Second Class,CUST-00542,Sean Moore,Consumer,United States,Central,Texas,Dallas,75201,P-0027,Office Supplies,Art,Sketch Pad,1,8.49,0.3,5.94,1.48
2524,US-2023-101512,2023-12-26,2023-12-31,Standard Class,CUST-00253,Tanya Kim,Home Office,United States,South,North Carolina,Charlotte,28202,P-0018,Office Supplies,Binders,Presentation Binder,4,15.99,0.3,44.77,9.92
2525,US-2023-101512,2023-12-26,2023-12-31,Standard Class,CUST-00253,Tanya Kim,Home Office,United States,South,North Carolina,Charlotte,28202,P-0041,Technology,Phones,Phone Charging Dock,7,29.99,0.0,209.93,80.44
2526,US-2023-101512,2023-12-26,2023-12-31,Standard Class,CUST-00253,Tanya Kim,Home Office,United States,South,North Carolina,Charlotte,28202,P-0042,Technology,Machines,All-in-One Inkjet Printer,2,189.99,0.0,379.98,104.9
2527,US-2023-101513,2023-12-26,2023-12-28,First Class,CUST-00124,Michelle Harmon,Home Office,United States,East,New Jersey,Newark,07102,P-0006,Furniture,Tables,Round Conference Table,2,599.99,0.0,1199.98,340.09
2528,US-2023-101514,2023-12-26,2023-12-28,First Class,CUST-00273,Jonathan Lawrence,Consumer,United States,Central,Illinois,Chicago,60601,P-0016,Office Supplies,Binders,3-Ring View Binder 2in,2,12.99,0.0,25.98,11.51
2529,US-2023-101515,2023-12-26,2024-01-02,Standard Class,CUST-00337,Daniel Kane,Consumer,United States,West,California,Los Angeles,90012,P-0011,Furniture,Bookcases,Modular Storage Bookcase,6,229.99,0.0,1379.94,434.98
2530,US-2023-101516,2023-12-26,2023-12-28,First Class,CUST-00394,Robert Montgomery,Consumer,United States,West,Washington,Seattle,98101,P-0039,Technology,Phones,VoIP Conference Phone,2,249.99,0.0,499.98,108.49
2531,US-2023-101517,2023-12-26,2023-12-31,Standard Class,CUST-00350,Theodore Jones Jr.,Corporate,United States,East,Pennsylvania,Philadelphia,19102,P-0014,Furniture,Furnishings,Framed Wall Art Set,1,59.99,0.15,50.99,15.32
2532,US-2023-101517,2023-12-26,2023-12-31,Standard Class,CUST-00350,Theodore Jones Jr.,Corporate,United States,East,Pennsylvania,Philadelphia,19102,P-0027,Office Supplies,Art,Sketch Pad,2,8.49,0.0,16.98,8.03
2533,US-2023-101518,2023-12-26,2023-12-30,Standard Class,CUST-00593,Jason Love,Consumer,United States,South,Louisiana,New Orleans,70112,P-0028,Office Supplies,Labels,Address Label Sheets (100ct),1,10.99,0.1,9.89,4.27
2534,US-2023-101518,2023-12-26,2023-12-30,Standard Class,CUST-00593,Jason Love,Consumer,United States,South,Louisiana,New Orleans,70112,P-0003,Furniture,Chairs,Ergonomic Kneeling Chair,8,159.99,0.15,1087.93,236.18
2535,US-2023-101519,2023-12-26,2023-12-28,Second Class,CUST-00265,Yvonne Burns,Consumer,United States,West,Colorado,Denver,80202,P-0026,Office Supplies,Art,Highlighter Pack (6pk),1,5.99,0.1,5.39,2.35
2536,US-2023-101520,2023-12-27,2023-12-31,Standard Class,CUST-00113,Julia Torres,Home Office,United States,East,Pennsylvania,Pittsburgh,15222,P-0010,Furniture,Bookcases,Corner Bookcase,1,159.99,0.15,135.99,40.14
2537,US-2023-101520,2023-12-27,2023-12-31,Standard Class,CUST-00113,Julia Torres,Home Office,United States,East,Pennsylvania,Pittsburgh,15222,P-0007,Furniture,Tables,Laminate Office Desk,4,219.99,0.0,879.96,275.97
2538,US-2023-101520,2023-12-27,2023-12-31,Standard Class,CUST-00113,Julia Torres,Home Office,United States,East,Pennsylvania,Pittsburgh,15222,P-0037,Office Supplies,Fasteners,Rubber Bands (1lb),2,5.49,0.0,10.98,5.22
2539,US-2023-101520,2023-12-27,2023-12-31,Standard Class,CUST-00113,Julia Torres,Home Office,United States,East,Pennsylvania,Pittsburgh,15222,P-0051,Technology,Copiers,Desktop Scanner,6,159.99,0.0,959.94,255.17
2540,US-2023-101521,2023-12-27,2023-12-29,Second Class,CUST-00265,Yvonne Burns,Consumer,United States,West,Colorado,Denver,80202,P-0007,Furniture,Tables,Laminate Office Desk,6,219.99,0.3,923.96,82.24
2541,US-2023-101522,2023-12-27,2024-01-02,Standard Class,CUST-00007,Abigail Shaffer,Consumer,United States,South,Florida,Miami,33130,P-0052,Technology,Copiers,Multifunction Copier,1,899.99,0.0,899.99,139.89
2542,US-2023-101523,2023-12-27,2024-01-03,Standard Class,CUST-00564,Veronica Silva,Home Office,United States,Central,Missouri,Kansas City,64105,P-0013,Furniture,Furnishings,Wall Clock,4,24.99,0.4,59.98,5.59
2543,US-2023-101523,2023-12-27,2024-01-03,Standard Class,CUST-00564,Veronica Silva,Home Office,United States,Central,Missouri,Kansas City,64105,P-0001,Furniture,Chairs,Executive Leather Office Chair,2,289.99,0.0,579.98,233.02
2544,US-2023-101523,2023-12-27,2024-01-03,Standard Class,CUST-00564,Veronica Silva,Home Office,United States,Central,Missouri,Kansas City,64105,P-0040,Technology,Phones,Smartphone Screen Protector,3,14.99,0.0,44.97,25.42
2545,US-2023-101523,2023-12-27,2024-01-03,Standard Class,CUST-00564,Veronica Silva,Home Office,United States,Central,Missouri,Kansas City,64105,P-0033,Office Supplies,Supplies,Scissors 3-Pack,6,8.99,0.0,53.94,25.3
2546,US-2023-101524,2023-12-27,2023-12-31,Standard Class,CUST-00131,Elizabeth Kelley,Consumer,United States,Central,Illinois,Chicago,60601,P-0033,Office Supplies,Supplies,Scissors 3-Pack,1,8.99,0.15,7.64,2.65
2547,US-2023-101525,2023-12-27,2023-12-29,First Class,CUST-00489,Bobby Guerrero,Consumer,United States,West,Washington,Seattle,98101,P-0044,Technology,Machines,Paper Shredder,1,89.99,0.0,89.99,28.48
2548,US-2023-101525,2023-12-27,2023-12-29,First Class,CUST-00489,Bobby Guerrero,Consumer,United States,West,Washington,Seattle,98101,P-0002,Furniture,Chairs,Mesh Task Chair,1,129.99,0.15,110.49,23.15
2549,US-2023-101525,2023-12-27,2023-12-29,First Class,CUST-00489,Bobby Guerrero,Consumer,United States,West,Washington,Seattle,98101,P-0019,Office Supplies,Paper,Copy Paper Ream (500 sheets),1,8.99,0.15,7.64,2.69
